Entity,Source,compound_id,data_source,compound_id_short
Compound::DB06625,[DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06625,DrugBank,
Compound::DB06626,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/,DB06626,DrugBank,
Compound::DB06629,[DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06629,DrugBank,
Compound::DB06630,[GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06630,DrugBank,
Compound::DB06633,[GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06633,DrugBank,
Compound::DB06634,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06634,DrugBank,
Compound::DB06635,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB06635,DrugBank,
Compound::DB06636,[Drugbank] https://www.drugbank.ca/atc,DB06636,DrugBank,
Compound::DB06637,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06637,DrugBank,
Compound::DB06640,[DGIdb] http://www.dgidb.org/,DB06640,DrugBank,
Compound::DB06641,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06641,DrugBank,
Compound::DB06642,[Drugbank] https://www.drugbank.ca/atc,DB06642,DrugBank,
Compound::DB06643,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/,DB06643,DrugBank,
Compound::DB06645,[GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB06645,DrugBank,
Compound::DB06647,[Drugbank] https://www.drugbank.ca/atc,DB06647,DrugBank,
Compound::DB06649,[GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB06649,DrugBank,
Compound::DB06650,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/,DB06650,DrugBank,
Compound::DB06652,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06652,DrugBank,
Compound::DB06654,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06654,DrugBank,
Compound::DB06655,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/,DB06655,DrugBank,
Compound::DB06659,[Drugbank] https://www.drugbank.ca/atc,DB06659,DrugBank,
Compound::DB06660,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06660,DrugBank,
Compound::DB06662,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06662,DrugBank,
Compound::DB06663,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06663,DrugBank,
Compound::DB06666,[GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06666,DrugBank,
Compound::DB06670,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06670,DrugBank,
Compound::DB06673,[GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06673,DrugBank,
Compound::DB06674,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/,DB06674,DrugBank,
Compound::DB06677,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB06677,DrugBank,
Compound::DB06678,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/,DB06678,DrugBank,
Compound::DB06679,[Drugbank] https://www.drugbank.ca/atc,DB06679,DrugBank,
Compound::DB06680,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06680,DrugBank,
Compound::DB06681,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/,DB06681,DrugBank,
Compound::DB06682,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/,DB06682,DrugBank,
Compound::DB06683,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06683,DrugBank,
Compound::DB06684,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06684,DrugBank,
Compound::DB06685,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06685,DrugBank,
Compound::DB06688,[Drugbank] https://www.drugbank.ca/atc,DB06688,DrugBank,
Compound::DB06689,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06689,DrugBank,
Compound::DB06690,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06690,DrugBank,
Compound::DB06691,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [IntAct] https://www.ebi.ac.uk/intact/,DB06691,DrugBank,
Compound::DB06692,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/,DB06692,DrugBank,
Compound::DB06693,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06693,DrugBank,
Compound::DB06694,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06694,DrugBank,
Compound::DB06695,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06695,DrugBank,
Compound::DB06696,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06696,DrugBank,
Compound::DB06697,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06697,DrugBank,
Compound::DB06698,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06698,DrugBank,
Compound::DB06699,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06699,DrugBank,
Compound::DB06700,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/,DB06700,DrugBank,
Compound::DB06701,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06701,DrugBank,
Compound::DB06702,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06702,DrugBank,
Compound::DB06703,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06703,DrugBank,
Compound::DB06704,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06704,DrugBank,
Compound::DB06705,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06705,DrugBank,
Compound::DB06706,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06706,DrugBank,
Compound::DB06707,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/,DB06707,DrugBank,
Compound::DB06708,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/,DB06708,DrugBank,
Compound::DB06709,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06709,DrugBank,
Compound::DB06710,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06710,DrugBank,
Compound::DB06711,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06711,DrugBank,
Compound::DB06712,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06712,DrugBank,
Compound::DB06713,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/,DB06713,DrugBank,
Compound::DB06714,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06714,DrugBank,
Compound::DB06715,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06715,DrugBank,
Compound::DB06716,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06716,DrugBank,
Compound::DB06717,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06717,DrugBank,
Compound::DB06718,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB06718,DrugBank,
Compound::DB06719,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06719,DrugBank,
Compound::DB06720,[Drugbank] https://www.drugbank.ca/atc,DB06720,DrugBank,
Compound::DB06721,[Drugbank] https://www.drugbank.ca/atc [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06721,DrugBank,
Compound::DB06723,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB06723,DrugBank,
Compound::DB06724,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06724,DrugBank,
Compound::DB06725,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06725,DrugBank,
Compound::DB06726,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06726,DrugBank,
Compound::DB06727,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06727,DrugBank,
Compound::DB06728,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06728,DrugBank,
Compound::DB06729,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06729,DrugBank,
Compound::DB06730,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06730,DrugBank,
Compound::DB06731,[Drugbank] https://www.drugbank.ca/atc [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06731,DrugBank,
Compound::DB06732,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06732,DrugBank,
Compound::DB06733,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06733,DrugBank,
Compound::DB06734,[Drugbank] https://www.drugbank.ca/atc,DB06734,DrugBank,
Compound::DB06735,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06735,DrugBank,
Compound::DB06736,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06736,DrugBank,
Compound::DB06737,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06737,DrugBank,
Compound::DB06738,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/,DB06738,DrugBank,
Compound::DB06739,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06739,DrugBank,
Compound::DB06741,[Drugbank] https://www.drugbank.ca/atc,DB06741,DrugBank,
Compound::DB06742,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06742,DrugBank,
Compound::DB06743,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06743,DrugBank,
Compound::DB06744,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06744,DrugBank,
Compound::DB06748,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06748,DrugBank,
Compound::DB06749,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06749,DrugBank,
Compound::DB06750,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06750,DrugBank,
Compound::DB06751,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06751,DrugBank,
Compound::DB06752,[Drugbank] https://www.drugbank.ca/atc,DB06752,DrugBank,
Compound::DB06753,[Drugbank] https://www.drugbank.ca/atc,DB06753,DrugBank,
Compound::DB06754,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06754,DrugBank,
Compound::DB06755,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06755,DrugBank,
Compound::DB06756,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06756,DrugBank,
Compound::DB06757,[Drugbank] https://www.drugbank.ca/atc,DB06757,DrugBank,
Compound::DB06759,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06759,DrugBank,
Compound::DB06760,[Drugbank] https://www.drugbank.ca/atc,DB06760,DrugBank,
Compound::DB06761,[Drugbank] https://www.drugbank.ca/atc,DB06761,DrugBank,
Compound::DB06762,[Drugbank] https://www.drugbank.ca/atc [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06762,DrugBank,
Compound::DB06763,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06763,DrugBank,
Compound::DB06764,[Drugbank] https://www.drugbank.ca/atc,DB06764,DrugBank,
Compound::DB06766,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06766,DrugBank,
Compound::DB06767,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06767,DrugBank,
Compound::DB06768,[Hetionet] Biomedical knowledge graph https://het.io/about/,DB06768,DrugBank,
Compound::DB06769,[Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06769,DrugBank,
Compound::DB06770,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06770,DrugBank,
Compound::DB06771,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06771,DrugBank,
Compound::DB06772,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/,DB06772,DrugBank,
Compound::DB06773,[Drugbank] https://www.drugbank.ca/atc,DB06773,DrugBank,
Compound::DB06774,[Drugbank] https://www.drugbank.ca/atc [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/ [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06774,DrugBank,
Compound::DB06775,[Drugbank] https://www.drugbank.ca/atc [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [DGIdb] http://www.dgidb.org/,DB06775,DrugBank,
Compound::DB06776,[Drugbank] https://www.drugbank.ca/atc,DB06776,DrugBank,
Compound::DB06777,[Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf [Drugbank] https://www.drugbank.ca/atc [DGIdb] http://www.dgidb.org/ [Hetionet] Biomedical knowledge graph https://het.io/about/ [GNBR] Data extracted from biomedical texts see https://www.ncbi.nlm.nih.gov/pubmed/29490008/ [IntAct] https://www.ebi.ac.uk/intact/,DB06777,DrugBank,
Compound::DB06778,[Drugbank] https://www.drugbank.ca/atc [Bibliograpic sources] Collection of datasources from paper: https://www.biorxiv.org/content/10.1101/2020.03.11.986836v1.full.pdf,DB06778,DrugBank,
Compound::DB06779,[Drugbank] https://www.drugbank.ca/atc,DB06779,DrugBank,
